# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
2

LIFTING_SURFACE,WingGeom,0
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,16,33
# x,y,z,u,w
2.692239569220867601e+00, 1.792606188557609226e+00, 4.042755504293895630e-01, 1.199999999999999956e+00, 2.413466350417201589e+00
3.235891791893013458e+00, 1.792241746033576444e+00, 4.194356115899446347e-01, 1.199999999999999956e+00, 2.584161237591246607e+00
3.871474275148373057e+00, 1.792423471263473900e+00, 4.085285529342564947e-01, 1.199999999999999956e+00, 2.783663390284290440e+00
4.559830340435548024e+00, 1.793122363299617605e+00, 3.720199856078398870e-01, 1.199999999999999956e+00, 3.000000000000000000e+00
5.246892131226450040e+00, 1.794188288480389470e+00, 3.162522410735902900e-01, 1.199999999999999956e+00, 3.216336609715709116e+00
5.879225961121228750e+00, 1.795413527125301556e+00, 2.511910927533922977e-01, 1.199999999999999956e+00, 3.415838762408752949e+00
6.419244007225930915e+00, 1.796612365707216608e+00, 1.865426475312919607e-01, 1.199999999999999956e+00, 3.586533649582798411e+00
6.851728737443750106e+00, 1.797664931724648252e+00, 1.290929834983458591e-01, 1.199999999999999956e+00, 3.723464124463156111e+00
7.180615089658357597e+00, 1.798519784754963435e+00, 8.205126300866272260e-02, 1.199999999999999956e+00, 3.827739635619072267e+00
7.421008840700262787e+00, 1.799175169188431456e+00, 4.580037293283385769e-02, 1.199999999999999956e+00, 3.904044169930655173e+00
7.591683600210346938e+00, 1.799656873326442863e+00, 1.907459437348802550e-02, 1.199999999999999956e+00, 3.958266880232111262e+00
7.710379336119103755e+00, 1.799999999999999600e+00, 0.000000000000000000e+00, 1.199999999999999956e+00, 4.000000000000000000e+00
8.420758672238207510e+00, 3.599999999999999201e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 0.000000000000000000e+00
8.317867743268761771e+00, 3.600686253347113563e+00, -7.826397289280424829e-03, 1.399999999999999911e+00, 4.173311976788848798e-02
8.169994259663427627e+00, 3.601649661623135934e+00, -1.885239861518261256e-02, 1.399999999999999911e+00, 9.595583006934514658e-02
7.961863906537940849e+00, 3.602960430490071086e+00, -3.393471777910873899e-02, 1.399999999999999911e+00, 1.722603643809275942e-01
7.677377443953558256e+00, 3.604670136550701898e+00, -5.378659862009405046e-02, 1.399999999999999911e+00, 2.765358755368440558e-01
7.303701427046514816e+00, 3.606775268585565630e+00, -7.857515681512151906e-02, 1.399999999999999911e+00, 4.134663504172013671e-01
6.837731447196077283e+00, 3.609172945749394401e+00, -1.073726319440931609e-01, 1.399999999999999911e+00, 5.841612375912467181e-01
6.292894249912960092e+00, 3.611623423039219460e+00, -1.375098598357737401e-01, 1.399999999999999911e+00, 7.836633902842906618e-01
5.701762910441576793e+00, 3.613755273400763190e+00, -1.642657724375386485e-01, 1.399999999999999911e+00, 1.000000000000000000e+00
5.110267781063644321e+00, 3.615153057473050602e+00, -1.816837083103250428e-01, 1.399999999999999911e+00, 1.216336609715709338e+00
4.564570581330931631e+00, 3.615516507932845514e+00, -1.848242857786278059e-01, 1.399999999999999911e+00, 1.415838762408753171e+00
4.097852230021443276e+00, 3.614787622884780838e+00, -1.719977793038710012e-01, 1.399999999999999911e+00, 1.586533649582798633e+00
3.723794006957330094e+00, 3.613135422162164101e+00, -1.537387797300921732e-01, 1.399999999999999911e+00, 1.723464124463156111e+00
3.439441982651817664e+00, 3.610816910987208139e+00, -1.348772897127734072e-01, 1.399999999999999911e+00, 1.827739635619072267e+00
3.232803960456249293e+00, 3.608008651479882811e+00, -1.089188834413913065e-01, 1.399999999999999911e+00, 1.904044169930654951e+00
3.090707695630817042e+00, 3.604617157751808243e+00, -6.933227696115121241e-02, 1.399999999999999911e+00, 1.958266880232111484e+00
3.020758672238207154e+00, 3.599999999999999201e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 2.000000000000000000e+00
3.068203777025978685e+00, 3.595382842248190158e+00, 8.746762336171357011e-02, 1.399999999999999911e+00, 2.041733119767888294e+00
3.196762187575866498e+00, 3.591991348520116034e+00, 1.633801342782730814e-01, 1.399999999999999911e+00, 2.095955830069344827e+00
3.395424610772635354e+00, 3.589183089012791150e+00, 2.340614094869294115e-01, 1.399999999999999911e+00, 2.172260364380927733e+00
3.677214416057840829e+00, 3.586864577837834744e+00, 2.963072574930696312e-01, 1.399999999999999911e+00, 2.276535875536843889e+00
4.054241301428584521e+00, 3.585212377115218452e+00, 3.376992627777749556e-01, 1.399999999999999911e+00, 2.413466350417201589e+00
4.527157684493516854e+00, 3.584483492067152888e+00, 3.507694561683501466e-01, 1.399999999999999911e+00, 2.584161237591246607e+00
5.080046343756385419e+00, 3.584846942526947799e+00, 3.417414024378421789e-01, 1.399999999999999911e+00, 2.783663390284290440e+00
5.678883493814406158e+00, 3.586244726599235211e+00, 3.110996012081635453e-01, 1.399999999999999911e+00, 3.000000000000000000e+00
6.276659422080766326e+00, 3.588376576960778941e+00, 2.643011841428406505e-01, 1.399999999999999911e+00, 3.216336609715709116e+00
6.826889580634533772e+00, 3.590827054250603112e+00, 2.097895068099299709e-01, 1.399999999999999911e+00, 3.415838762408752949e+00
7.296851234964680799e+00, 3.593224731414433215e+00, 1.557105147711305704e-01, 1.399999999999999911e+00, 3.586533649582798411e+00
7.673274876158231450e+00, 3.595329863449296504e+00, 1.077129794272010388e-01, 1.399999999999999911e+00, 3.723464124463156111e+00
7.959558580893610014e+00, 3.597039569509926871e+00, 6.844374538226402627e-02, 1.399999999999999911e+00, 3.827739635619072267e+00
8.168830053297011062e+00, 3.598350338376862911e+00, 3.819816782015125756e-02, 1.399999999999999911e+00, 3.904044169930655173e+00
8.317418246340658072e+00, 3.599313746652885726e+00, 1.590665350404952758e-02, 1.399999999999999911e+00, 3.958266880232111262e+00
8.420758672238207510e+00, 3.599999999999999201e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 4.000000000000000000e+00
9.131138008357311264e+00, 5.400000000000000355e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 0.000000000000000000e+00
9.043452557089704413e+00, 5.401029380020671233e+00, -7.351875158098290439e-03, 1.600000000000000089e+00, 4.173311976788848798e-02
8.917427403471368308e+00, 5.402474492434706121e+00, -1.769878323748957580e-02, 1.600000000000000089e+00, 9.595583006934514658e-02
8.740038955891749950e+00, 5.404440645735109072e+00, -3.183020935376176114e-02, 1.600000000000000089e+00, 1.722603643809275942e-01
8.497556060069598516e+00, 5.407005204826054623e+00, -5.038205481798488372e-02, 1.600000000000000089e+00, 2.765358755368440558e-01
8.179025257424656914e+00, 5.410162902878351332e+00, -7.345481004029649763e-02, 1.600000000000000089e+00, 4.134663504172013671e-01
7.781781111188870170e+00, 5.413759418624094266e+00, -1.001100042892430764e-01, 1.600000000000000089e+00, 5.841612375912467181e-01
7.317249931489876680e+00, 5.417435134558830967e+00, -1.278225776740464503e-01, 1.600000000000000089e+00, 7.836633902842906618e-01
6.813189591611379825e+00, 5.420632910101146784e+00, -1.522899976280705503e-01, 1.600000000000000089e+00, 1.000000000000000000e+00
6.308766037235905344e+00, 5.422729586209577235e+00, -1.682491225230830778e-01, 1.600000000000000089e+00, 1.216336609715709338e+00
5.843365508318964174e+00, 5.423274761899270047e+00, -1.714731871536073204e-01, 1.600000000000000089e+00, 1.415838762408753171e+00
5.445316986031542683e+00, 5.422181434327173477e+00, -1.606553194768908788e-01, 1.600000000000000089e+00, 1.586533649582798633e+00
5.126412999898128930e+00, 5.419703133243248594e+00, -1.433442388934494660e-01, 1.600000000000000089e+00, 1.723464124463156111e+00
4.884272943765955333e+00, 5.416225366480813541e+00, -1.235592442961915283e-01, 1.600000000000000089e+00, 1.827739635619072267e+00
4.708737870702016437e+00, 5.412012977219826659e+00, -9.751983414679017692e-02, 1.600000000000000089e+00, 1.904044169930654951e+00
4.588716419348863873e+00, 5.406925736627713697e+00, -6.058107407102757136e-02, 1.600000000000000089e+00, 1.958266880232111484e+00
4.531138008357312508e+00, 5.400000000000000355e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 2.000000000000000000e+00
4.573713806945637117e+00, 5.393074263372287902e+00, 7.267130500473549526e-02, 1.600000000000000089e+00, 2.041733119767888294e+00
4.684710022115094574e+00, 5.387987022780175828e+00, 1.338273347047112261e-01, 1.600000000000000089e+00, 2.095955830069344827e+00
4.854928029179832905e+00, 5.383774633519188058e+00, 1.896819908122955867e-01, 1.600000000000000089e+00, 2.172260364380927733e+00
5.095359939298470309e+00, 5.380296866756753893e+00, 2.383898907354345120e-01, 1.600000000000000089e+00, 2.276535875536843889e+00
5.416243033636303217e+00, 5.377818565672829010e+00, 2.711229751261601262e-01, 1.600000000000000089e+00, 2.413466350417201589e+00
5.818423577094020693e+00, 5.376725238100731552e+00, 2.821033007467554921e-01, 1.600000000000000089e+00, 2.584161237591246607e+00
6.288618412364400889e+00, 5.377270413790423476e+00, 2.749542519414278074e-01, 1.600000000000000089e+00, 2.783663390284290440e+00
6.797936647193266069e+00, 5.379367089898854815e+00, 2.501792168084870926e-01, 1.600000000000000089e+00, 3.000000000000000000e+00
7.306426712935081724e+00, 5.382564865441170632e+00, 2.123501272120910388e-01, 1.600000000000000089e+00, 3.216336609715709116e+00
7.774553200147842347e+00, 5.386240581375908221e+00, 1.683879208664676441e-01, 1.600000000000000089e+00, 3.415838762408752949e+00
8.174458462703434236e+00, 5.389837097121652043e+00, 1.248783820109691661e-01, 1.600000000000000089e+00, 3.586533649582798411e+00
8.494821014872712794e+00, 5.392994795173947864e+00, 8.633297535605619077e-02, 1.600000000000000089e+00, 3.723464124463156111e+00
8.738502072128863318e+00, 5.395559354264891638e+00, 5.483622775586530218e-02, 1.600000000000000089e+00, 3.827739635619072267e+00
8.916651265893754896e+00, 5.397525507565295477e+00, 3.059596270746864355e-02, 1.600000000000000089e+00, 3.904044169930655173e+00
9.043152892470967430e+00, 5.398970619979330365e+00, 1.273871263461103485e-02, 1.600000000000000089e+00, 3.958266880232111262e+00
9.131138008357311264e+00, 5.400000000000000355e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 4.000000000000000000e+00
9.841517344476415019e+00, 7.200000000000000178e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 0.000000000000000000e+00
9.769037370910643503e+00, 7.201372506694228903e+00, -6.877353026916159517e-03, 1.800000000000000044e+00, 4.173311976788848798e-02
9.664860547279310765e+00, 7.203299323246273644e+00, -1.654516785979653903e-02, 1.800000000000000044e+00, 9.595583006934514658e-02
9.518214005245559051e+00, 7.205920860980144838e+00, -2.972570092841477635e-02, 1.800000000000000044e+00, 1.722603643809275942e-01
9.317734676185636999e+00, 7.209340273101405572e+00, -4.697751101587570310e-02, 1.800000000000000044e+00, 2.765358755368440558e-01
9.054349087802798124e+00, 7.213550537171133037e+00, -6.833446326547146232e-02, 1.800000000000000044e+00, 4.134663504172013671e-01
8.725830775181659504e+00, 7.218345891498790579e+00, -9.284737663439304733e-02, 1.800000000000000044e+00, 5.841612375912467181e-01
8.341605613066791491e+00, 7.223246846078440697e+00, -1.181352955123191745e-01, 1.800000000000000044e+00, 7.836633902842906618e-01
7.924616272781181081e+00, 7.227510546801529046e+00, -1.403142228186024243e-01, 1.800000000000000044e+00, 1.000000000000000000e+00
7.507264293408165479e+00, 7.230306114946104756e+00, -1.548145367358411406e-01, 1.800000000000000044e+00, 1.216336609715709338e+00
7.122160435306996717e+00, 7.231033015865692803e+00, -1.581220885285868349e-01, 1.800000000000000044e+00, 1.415838762408753171e+00
6.792781742041640314e+00, 7.229575245769563452e+00, -1.493128596499107563e-01, 1.800000000000000044e+00, 1.586533649582798633e+00
6.529031992838925547e+00, 7.226270844324329978e+00, -1.329496980568068698e-01, 1.800000000000000044e+00, 1.723464124463156111e+00
6.329103904880089004e+00, 7.221633821974417167e+00, -1.122411988796097049e-01, 1.800000000000000044e+00, 1.827739635619072267e+00
6.184671780947783581e+00, 7.216017302959768287e+00, -8.612078485218904733e-02, 1.800000000000000044e+00, 1.904044169930654951e+00
6.086725143066908039e+00, 7.209234315503618262e+00, -5.182987118090393724e-02, 1.800000000000000044e+00, 1.958266880232111484e+00
6.041517344476416085e+00, 7.200000000000000178e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 2.000000000000000000e+00
6.079223836865294217e+00, 7.190765684496382093e+00, 5.787498664775746898e-02, 1.800000000000000044e+00, 2.041733119767888294e+00
6.172657856654320874e+00, 7.183982697040233845e+00, 1.042745351311494262e-01, 1.800000000000000044e+00, 2.095955830069344827e+00
6.314431447587029567e+00, 7.178366178025584077e+00, 1.453025721376617896e-01, 1.800000000000000044e+00, 2.172260364380927733e+00
6.513505462539100677e+00, 7.173729155675671265e+00, 1.804725239777995871e-01, 1.800000000000000044e+00, 2.276535875536843889e+00
6.778244765844020137e+00, 7.170424754230438680e+00, 2.045466874745454078e-01, 1.800000000000000044e+00, 2.413466350417201589e+00
7.109689469694524533e+00, 7.168966984134308440e+00, 2.134371453251608930e-01, 1.800000000000000044e+00, 2.584161237591246607e+00
7.497190480972413695e+00, 7.169693885053898263e+00, 2.081671014450135748e-01, 1.800000000000000044e+00, 2.783663390284290440e+00
7.916989800572125091e+00, 7.172489453198472198e+00, 1.892588324088106677e-01, 1.800000000000000044e+00, 3.000000000000000000e+00
8.336194003789394458e+00, 7.176753153921559658e+00, 1.603990702813414826e-01, 1.800000000000000044e+00, 3.216336609715709116e+00
8.722216819661145593e+00, 7.181654108501209777e+00, 1.269863349230053173e-01, 1.800000000000000044e+00, 3.415838762408752949e+00
9.052065690442185897e+00, 7.186449462828868207e+00, 9.404624925080777575e-02, 1.800000000000000044e+00, 3.586533649582798411e+00
9.316367153587195915e+00, 7.190659726898595672e+00, 6.495297128491137051e-02, 1.800000000000000044e+00, 3.723464124463156111e+00
9.517445563364116623e+00, 7.194079139019855518e+00, 4.122871012946661973e-02, 1.800000000000000044e+00, 3.827739635619072267e+00
9.664472478490502283e+00, 7.196700676753727599e+00, 2.299375759478604342e-02, 1.800000000000000044e+00, 3.904044169930655173e+00
9.768887538601273235e+00, 7.198627493305773228e+00, 9.570771765172542134e-03, 1.800000000000000044e+00, 3.958266880232111262e+00
9.841517344476415019e+00, 7.200000000000000178e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 4.000000000000000000e+00
1.055189668059551877e+01, 9.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 0.000000000000000000e+00
1.049462218473158259e+01, 9.001715633367783909e+00, -6.402830895734028596e-03, 2.000000000000000000e+00, 4.173311976788848798e-02
1.041229369108724967e+01, 9.004124154057841167e+00, -1.539155248210350227e-02, 2.000000000000000000e+00, 9.595583006934514658e-02
1.029638905459936815e+01, 9.007401076225178826e+00, -2.762119250306779850e-02, 2.000000000000000000e+00, 1.722603643809275942e-01
1.013791329230167904e+01, 9.011675341376756521e+00, -4.357296721376653637e-02, 2.000000000000000000e+00, 2.765358755368440558e-01
9.929672918180937558e+00, 9.016938171463916518e+00, -6.321411649064645477e-02, 2.000000000000000000e+00, 4.134663504172013671e-01
9.669880439174452391e+00, 9.022932364373488667e+00, -8.558474897954299054e-02, 2.000000000000000000e+00, 5.841612375912467181e-01
9.365961294643707191e+00, 9.029058557598050427e+00, -1.084480133505919125e-01, 2.000000000000000000e+00, 7.836633902842906618e-01
9.036042953950982337e+00, 9.034388183501910419e+00, -1.283384480091343260e-01, 2.000000000000000000e+00, 1.000000000000000000e+00
8.705762549580425613e+00, 9.037882643682628725e+00, -1.413799509485992589e-01, 2.000000000000000000e+00, 1.216336609715709338e+00
8.400955362295029261e+00, 9.038791269832115560e+00, -1.447709899035664050e-01, 2.000000000000000000e+00, 1.415838762408753171e+00
8.140246498051736168e+00, 9.036969057211953427e+00, -1.379703998229306339e-01, 2.000000000000000000e+00, 1.586533649582798633e+00
7.931650985779724827e+00, 9.032838555405414027e+00, -1.225551572201642181e-01, 2.000000000000000000e+00, 1.723464124463156111e+00
7.773934865994224452e+00, 9.027042277468021680e+00, -1.009231534630278815e-01, 2.000000000000000000e+00, 1.827739635619072267e+00
7.660605691193548950e+00, 9.020021628699709026e+00, -7.472173555758790386e-02, 2.000000000000000000e+00, 1.904044169930654951e+00
7.584733866784953094e+00, 9.011542894379523716e+00, -4.307866829078030313e-02, 2.000000000000000000e+00, 1.958266880232111484e+00
7.551896680595519662e+00, 9.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
7.584733866784951317e+00, 8.988457105620478060e+00, 4.307866829077942883e-02, 2.000000000000000000e+00, 2.041733119767888294e+00
7.660605691193546285e+00, 8.979978371300290974e+00, 7.472173555758758468e-02, 2.000000000000000000e+00, 2.095955830069344827e+00
7.773934865994224452e+00, 8.972957722531978320e+00, 1.009231534630279509e-01, 2.000000000000000000e+00, 2.172260364380927733e+00
7.931650985779728380e+00, 8.967161444594589526e+00, 1.225551572201645650e-01, 2.000000000000000000e+00, 2.276535875536843889e+00
8.140246498051737944e+00, 8.963030942788048350e+00, 1.379703998229306894e-01, 2.000000000000000000e+00, 2.413466350417201589e+00
8.400955362295027484e+00, 8.961208730167886216e+00, 1.447709899035662939e-01, 2.000000000000000000e+00, 2.584161237591246607e+00
8.705762549580427390e+00, 8.962117356317371275e+00, 1.413799509485992312e-01, 2.000000000000000000e+00, 2.783663390284290440e+00
9.036042953950984113e+00, 8.965611816498089581e+00, 1.283384480091342705e-01, 2.000000000000000000e+00, 3.000000000000000000e+00
9.365961294643712520e+00, 8.970941442401951349e+00, 1.084480133505918709e-01, 2.000000000000000000e+00, 3.216336609715709116e+00
9.669880439174452391e+00, 8.977067635626511333e+00, 8.558474897954301830e-02, 2.000000000000000000e+00, 3.415838762408752949e+00
9.929672918180935781e+00, 8.983061828536083482e+00, 6.321411649064638538e-02, 2.000000000000000000e+00, 3.586533649582798411e+00
1.013791329230167904e+01, 8.988324658623243479e+00, 4.357296721376655024e-02, 2.000000000000000000e+00, 3.723464124463156111e+00
1.029638905459936993e+01, 8.992598923774817621e+00, 2.762119250306792340e-02, 2.000000000000000000e+00, 3.827739635619072267e+00
1.041229369108724967e+01, 8.995875845942158833e+00, 1.539155248210343635e-02, 2.000000000000000000e+00, 3.904044169930655173e+00
1.049462218473158437e+01, 8.998284366632216091e+00, 6.402830895734050280e-03, 2.000000000000000000e+00, 3.958266880232111262e+00
1.055189668059551877e+01, 9.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 4.000000000000000000e+00
1.069830684210929483e+01, 9.173205080756888563e+00, 1.000000000000000749e-01, 2.200000000000000178e+00, 0.000000000000000000e+00
1.064485064596962083e+01, 9.175301575687718980e+00, 9.437079326256878065e-02, 2.200000000000000178e+00, 4.173311976788848798e-02
1.056801071856824237e+01, 9.178244775273549649e+00, 8.646813693150783020e-02, 2.200000000000000178e+00, 9.595583006934514658e-02
1.045983305784621820e+01, 9.182249156886518549e+00, 7.571614720642551311e-02, 2.200000000000000178e+00, 1.722603643809275942e-01
1.031192234636837668e+01, 9.187472286368354446e+00, 6.169175094519065150e-02, 2.200000000000000178e+00, 2.765358755368440558e-01
1.011756466385568487e+01, 9.193903436989888434e+00, 4.442375001860501826e-02, 2.200000000000000178e+00, 4.134663504172013671e-01
9.875091683449632285e+00, 9.201228309124756422e+00, 2.475605659084358090e-02, 2.200000000000000178e+00, 5.841612375912467181e-01
9.591433815220938186e+00, 9.208714484948652412e+00, 4.655253690843357169e-03, 2.200000000000000178e+00, 7.836633902842906618e-01
9.283510030574394278e+00, 9.215227259706050944e+00, -1.283191262880813144e-02, 2.200000000000000178e+00, 1.000000000000000000e+00
8.975248319828541099e+00, 9.219497471624535478e+00, -2.429767166704519324e-02, 2.200000000000000178e+00, 1.216336609715709338e+00
8.690761611695503319e+00, 9.220607807989045668e+00, -2.727898721996903364e-02, 2.200000000000000178e+00, 1.415838762408753171e+00
8.447433338401765468e+00, 9.218381073773683099e+00, -2.130008068256086101e-02, 2.200000000000000178e+00, 1.586533649582798633e+00
8.252744193614550028e+00, 9.213333622341576046e+00, -7.747389860061377510e-03, 2.200000000000000178e+00, 1.723464124463156111e+00
8.105542481814753231e+00, 9.206250601259329258e+00, 1.127091989647815116e-02, 2.200000000000000178e+00, 1.827739635619072267e+00
7.999768585334122051e+00, 9.197671405476429030e+00, 3.430654282723916843e-02, 2.200000000000000178e+00, 1.904044169930654951e+00
7.928954882552767813e+00, 9.187310436835979033e+00, 6.212632603750378735e-02, 2.200000000000000178e+00, 1.958266880232111484e+00
7.898306842109295900e+00, 9.173205080756888563e+00, 1.000000000000000749e-01, 2.200000000000000178e+00, 2.000000000000000000e+00
